,smiles,sequence,interactions
24421,1787,290,0
24422,6191,1019,1
24423,2422,200,0
24424,6446,0,0
24425,1742,101,0
24426,12920,473,1
24427,9517,67,1
24428,1146,223,0
24429,3182,149,0
24430,3858,109,0
24431,9515,77,0
24432,12655,519,1
24433,5930,1002,0
24434,7118,441,1
24435,5871,547,0
24436,5090,93,1
24437,7538,48,0
24438,414,2234,1
24439,13245,56,0
24440,5586,242,1
24441,7027,7,0
24442,9350,73,0
24443,4492,178,0
24444,1173,40,1
24445,525,300,1
24446,8281,100,1
24447,7078,620,0
24448,6393,77,0
24449,10668,750,0
24450,8455,18,0
24451,12155,106,1
24452,10490,40,1
24453,11349,148,1
24454,2434,101,1
24455,10375,7,1
24456,5834,202,0
24457,13117,236,1
24458,4802,18,0
24459,11997,149,1
24460,967,964,1
24461,3951,1058,0
24462,1520,838,1
24463,2887,142,0
24464,4307,512,1
24465,2154,16,0
24466,13392,169,1
24467,9771,725,0
24468,12708,348,1
24469,7340,129,1
24470,5424,60,0
24471,11434,40,0
24472,5580,214,0
24473,14075,417,0
24474,3389,286,0
24475,8942,39,1
24476,11760,128,0
24477,2009,369,1
24478,14585,67,1
24479,3423,673,0
24480,4967,182,0
24481,12519,25,0
24482,11284,1238,1
24483,1644,149,0
24484,5242,42,0
24485,5579,100,1
24486,7325,7,0
24487,6179,0,0
24488,11120,2183,1
24489,4889,91,0
24490,5549,235,0
24491,4318,13,0
24492,9630,957,0
24493,794,124,1
24494,3404,37,0
24495,14579,43,1
24496,2649,653,0
24497,9151,330,0
24498,6739,703,0
24499,5079,129,0
24500,10419,361,0
24501,1765,592,1
24502,3980,588,0
24503,13645,503,0
24504,681,41,0
24505,683,77,0
24506,190,17,0
24507,2007,49,1
24508,1452,607,1
24509,9376,402,1
24510,1414,77,0
24511,5981,50,1
24512,4922,399,0
24513,622,48,0
24514,8267,1667,1
24515,5398,719,0
24516,839,1957,0
24517,588,39,1
24518,12458,1204,0
24519,8833,39,1
24520,9938,100,1
24521,12994,18,0
24522,6152,0,0
24523,7832,90,1
24524,8257,86,0
24525,11774,142,1
24526,3124,111,0
24527,4139,77,0
24528,5324,17,0
24529,1361,2076,0
24530,14216,34,1
24531,5927,1351,0
24532,2230,9,1
24533,10708,49,1
24534,6448,164,0
24535,278,3,0
24536,8273,411,1
24537,2638,77,0
24538,1568,34,0
24539,8822,1481,0
24540,7959,17,0
24541,8473,77,0
24542,3308,583,0
24543,9475,35,1
24544,2344,39,1
24545,2625,187,1
24546,4171,73,1
24547,13707,408,0
24548,534,37,0
24549,1979,1795,0
24550,6336,739,1
24551,1497,788,0
24552,3885,1684,0
24553,1514,67,1
24554,7475,1562,0
24555,9612,200,0
24556,7499,176,1
24557,8103,23,0
24558,993,49,1
24559,1548,1299,1
24560,662,350,1
24561,9274,93,1
24562,5350,223,0
24563,8690,392,0
24564,1634,1026,1
24565,4313,1556,1
24566,11700,187,1
24567,12909,182,0
24568,6479,287,0
24569,955,644,1
24570,11717,148,1
24571,567,113,1
24572,3754,2066,0
24573,1286,17,0
24574,3178,486,0
24575,2118,17,0
24576,10066,0,0
24577,3924,17,0
24578,6766,1114,1
24579,2912,2248,0
24580,10725,908,0
24581,338,2079,1
24582,7160,3,0
24583,11047,86,0
24584,7571,171,0
24585,2197,77,0
24586,1176,2261,0
24587,1551,369,1
24588,1870,1371,0
24589,13771,687,1
24590,5406,49,1
24591,2355,84,1
24592,9352,512,1
24593,5284,17,0
24594,4912,87,0
24595,3326,2494,0
24596,11642,324,0
24597,3047,67,1
24598,8662,35,1
24599,8280,687,1
24600,3143,322,0
24601,12683,267,0
24602,299,264,1
24603,11011,62,0
24604,1962,447,0
24605,7993,148,1
24606,10091,7,0
24607,11999,471,0
24608,5022,60,0
24609,1478,27,0
24610,9103,1021,1
24611,97,111,0
24612,7812,1002,0
24613,707,41,0
24614,9490,271,1
24615,5429,621,0
24616,2630,39,1
24617,1854,627,1
24618,12752,3,0
24619,12808,35,1
24620,3204,389,1
24621,3285,17,0
24622,13544,32,0
24623,6616,440,1
24624,8600,547,0
24625,1847,79,0
24626,11036,48,0
24627,14273,67,1
24628,1966,19,1
24629,4795,140,1
24630,10087,66,0
24631,13950,57,1
24632,1977,584,0
24633,9196,17,0
24634,12034,3,0
24635,14007,412,0
24636,5976,48,0
24637,3001,7,0
24638,3569,143,0
24639,6643,1535,0
24640,5587,1686,0
24641,10254,52,0
24642,1178,196,0
24643,10687,1922,1
24644,12996,148,1
24645,9977,109,0
24646,3267,106,0
24647,1642,242,0
24648,8891,222,0
24649,8951,198,0
24650,2266,877,0
24651,8226,109,1
24652,8782,369,1
24653,720,260,0
24654,1168,49,0
24655,8097,462,0
24656,7795,100,1
24657,6132,188,1
24658,9086,178,1
24659,9191,19,0
24660,1039,3,0
24661,468,95,1
24662,6081,216,0
24663,1787,185,0
24664,5983,100,1
24665,12664,836,0
24666,852,67,1
24667,3148,447,1
24668,90,235,1
24669,14004,102,0
24670,7589,40,1
24671,3860,673,0
24672,1886,1,0
24673,9409,794,0
24674,1025,478,1
24675,4226,228,1
24676,3158,618,1
24677,6099,97,1
24678,8363,195,0
24679,1781,680,1
24680,4835,19,1
24681,288,426,0
24682,5597,42,0
24683,9107,143,1
24684,5009,78,1
24685,8155,184,0
24686,4106,223,0
24687,7926,3,0
24688,812,39,1
24689,451,270,1
24690,3158,86,0
24691,1058,624,0
24692,7581,344,0
24693,6644,0,0
24694,49,1256,0
24695,9991,501,0
24696,267,208,0
24697,7985,67,1
24698,2097,91,0
24699,5667,1277,1
24700,9297,77,0
24701,7348,400,1
24702,4892,35,0
24703,2703,48,0
24704,92,551,1
24705,9724,1011,1
24706,11032,343,1
24707,3684,1737,0
24708,4580,3,0
24709,839,77,0
24710,7434,533,0
24711,5587,1554,0
24712,9441,48,0
24713,1102,669,0
24714,1870,1847,1
24715,6778,7,0
24716,3619,41,1
24717,3903,1033,1
24718,14503,226,1
24719,1482,52,0
24720,12796,330,0
24721,13410,310,0
24722,14278,739,1
24723,3010,33,0
24724,835,1552,1
24725,3044,227,0
24726,4160,1531,0
24727,5966,265,1
24728,7966,405,1
24729,5584,277,1
24730,2888,320,1
24731,5301,242,0
24732,7958,833,1
24733,10049,100,1
24734,267,0,0
24735,13516,0,0
24736,12288,49,1
24737,10993,0,0
24738,10765,188,0
24739,6637,119,0
24740,7663,242,0
24741,9337,18,0
24742,5563,37,0
24743,11617,98,1
24744,8576,318,0
24745,8906,83,1
24746,11337,375,0
24747,4026,3,0
24748,1781,407,0
24749,6073,0,0
24750,963,39,0
24751,8911,67,1
24752,688,547,0
24753,8483,40,0
24754,6670,709,0
24755,6150,141,0
24756,8857,193,1
24757,10139,113,1
24758,12697,3,0
24759,7959,0,0
24760,8907,1138,1
24761,10986,37,0
24762,1089,50,0
24763,1347,1,0
24764,1634,1346,1
24765,2438,115,0
24766,199,52,0
24767,1249,56,0
24768,268,1029,0
24769,8077,242,1
24770,7899,269,1
24771,4503,3,0
24772,2881,111,0
24773,11677,83,1
24774,4491,223,0
24775,2657,32,0
24776,3731,279,1
24777,7360,457,0
24778,2554,7,0
24779,3929,272,1
24780,3056,43,1
24781,2733,0,1
24782,3322,77,1
24783,13995,91,0
24784,13553,19,1
24785,14120,91,0
24786,10054,128,0
24787,12008,473,1
24788,11103,1595,0
24789,3277,41,0
24790,1874,107,1
24791,8301,32,0
24792,8373,242,1
24793,1141,119,0
24794,7746,409,1
24795,3767,39,1
24796,1321,103,0
24797,11033,52,0
24798,5382,108,0
24799,3687,25,0
24800,11302,32,0
24801,653,25,0
24802,5045,592,1
24803,7504,228,1
24804,360,38,0
24805,10690,225,1
24806,3969,77,0
24807,8251,0,0
24808,3866,49,0
24809,7276,86,0
24810,1730,1286,1
24811,8092,77,0
24812,10995,77,0
24813,1189,689,0
24814,12516,109,0
24815,11833,1113,0
24816,4476,348,0
24817,10117,1090,1
24818,1076,329,0
24819,3808,35,1
24820,9952,102,0
24821,3901,0,0
24822,6683,207,0
24823,1250,100,1
24824,5573,155,0
24825,10338,276,0
24826,11104,207,0
24827,4645,1686,0
24828,1975,663,0
24829,7072,3,0
24830,13695,35,1
24831,465,1,0
24832,6990,1441,1
24833,9472,28,1
24834,11884,142,0
24835,5897,211,1
24836,4518,77,0
24837,1634,1016,0
24838,4962,1204,0
24839,7792,3,0
24840,3426,910,0
24841,4752,204,0
24842,5422,3,0
24843,10678,102,0
24844,1853,109,0
24845,6837,211,1
24846,7594,37,0
24847,9341,265,1
24848,4596,7,0
24849,8438,402,1
24850,4775,467,1
24851,3617,1745,1
24852,7377,77,0
24853,5449,1830,0
24854,9017,1580,0
24855,7614,0,0
24856,244,174,0
24857,11247,782,1
24858,2013,476,0
24859,3329,201,0
24860,1344,195,0
24861,4032,77,0
24862,3264,959,0
24863,9484,568,0
24864,4227,904,0
24865,1588,369,1
24866,3721,37,0
24867,4005,27,0
24868,5057,1246,0
24869,6514,347,1
24870,2184,49,1
24871,2332,74,0
24872,1907,73,1
24873,12708,836,0
24874,13995,86,1
24875,4485,18,0
24876,557,824,1
24877,2540,654,0
24878,6014,329,0
24879,5857,3,0
24880,7018,405,0
24881,4796,24,0
24882,6022,39,1
24883,4672,473,1
24884,2297,94,1
24885,7633,34,1
24886,6494,211,1
24887,1711,334,1
24888,14073,1002,0
24889,4414,402,1
24890,3797,34,0
24891,13001,128,0
24892,14226,691,0
24893,10381,557,0
24894,11328,100,1
24895,10759,77,0
24896,4738,719,0
24897,4736,412,0
24898,12946,49,1
24899,9346,397,1
24900,12690,169,0
24901,9336,243,0
24902,549,1000,1
24903,465,847,0
24904,5025,823,0
24905,13455,219,1
24906,10926,264,1
24907,4009,264,1
24908,12160,320,1
24909,2902,77,0
24910,10069,343,1
24911,1445,91,0
24912,3768,35,1
24913,465,1901,1
24914,985,7,0
24915,580,1240,1
24916,10743,126,1
24917,7024,256,1
24918,7301,818,0
24919,13569,100,1
24920,12278,495,0
24921,1083,47,1
24922,11049,21,0
24923,9209,1826,1
24924,726,39,1
24925,5249,204,0
24926,7841,237,0
24927,12795,32,0
24928,2436,520,1
24929,4636,401,1
24930,941,276,0
24931,1620,463,0
24932,6361,1608,0
24933,7534,35,1
24934,8867,575,0
24935,12889,224,1
24936,3745,219,1
24937,10209,3,0
24938,2839,149,0
24939,7085,58,1
24940,4515,111,0
24941,5859,39,1
24942,12174,142,1
24943,9219,157,0
24944,847,49,0
24945,1102,89,0
24946,475,2404,0
24947,3170,446,0
24948,3087,375,1
24949,2963,514,0
24950,5772,68,0
24951,10071,410,0
24952,1331,349,0
24953,4387,438,0
24954,1222,534,1
24955,9441,189,1
24956,6292,694,0
24957,8208,101,0
24958,8882,553,0
24959,13554,68,0
24960,9584,771,0
24961,6102,16,1
24962,5504,77,1
24963,6555,438,0
24964,1336,658,1
24965,912,237,0
24966,12969,48,0
24967,178,0,0
24968,3286,233,1
24969,8841,450,1
24970,8962,35,1
24971,798,322,0
24972,2938,67,1
24973,11611,39,0
24974,4135,503,1
24975,8328,0,0
24976,6568,33,0
24977,8716,126,1
24978,2930,1299,0
24979,13422,264,1
24980,10481,44,0
24981,8400,148,1
24982,7202,269,0
24983,3156,697,0
24984,2975,400,1
24985,1640,344,0
24986,954,41,0
24987,5852,17,1
24988,12670,67,1
24989,4096,198,0
24990,8551,1343,0
24991,269,242,1
24992,11307,19,0
24993,8071,35,1
24994,7763,601,1
24995,1961,17,0
24996,681,3,0
24997,6315,196,0
24998,4280,0,0
24999,9547,970,1
25000,6516,91,0
25001,6237,170,1
25002,3567,391,0
25003,7098,256,1
25004,5564,1432,0
25005,2460,38,1
25006,12884,100,1
25007,55,1591,1
25008,3264,220,0
25009,3676,455,0
25010,6489,1758,0
25011,3277,3,0
25012,7564,149,0
25013,2632,734,1
25014,13572,243,1
25015,320,2165,1
25016,7693,3,0
25017,4022,223,0
25018,2483,189,1
25019,4141,48,0
25020,10915,27,1
25021,2266,18,0
25022,4895,41,0
25023,3241,242,1
25024,9256,124,1
25025,327,106,1
25026,2345,715,1
25027,9455,67,1
25028,214,462,1
25029,11304,41,0
25030,1291,5,0
25031,8919,220,1
25032,3446,361,0
25033,9571,439,0
25034,11596,89,0
25035,319,214,1
25036,620,17,0
25037,2658,39,1
25038,4840,204,0
25039,3626,17,0
25040,20,471,0
25041,8824,77,0
25042,6787,473,1
25043,5292,583,0
25044,13631,305,0
25045,847,399,0
25046,3099,101,0
25047,11094,1442,1
25048,8602,77,0
25049,2774,0,0
25050,3876,68,0
25051,14391,56,0
25052,13130,1176,0
25053,3369,970,0
25054,1498,764,0
25055,4592,60,0
25056,3866,74,1
25057,12380,155,0
25058,3955,115,0
25059,13612,18,0
25060,10762,48,0
25061,4367,1106,1
25062,13025,66,0
25063,10901,243,0
25064,12381,189,1
25065,3440,265,0
25066,5898,40,1
25067,1422,311,1
25068,2638,52,0
25069,510,94,0
25070,10622,126,1
25071,8779,400,1
25072,14367,429,1
25073,2851,38,0
25074,14319,1530,0
25075,12681,34,1
25076,12432,128,0
25077,11393,2550,1
25078,4169,375,0
25079,1991,40,1
25080,10675,34,0
25081,6470,29,0
25082,5400,967,0
25083,13350,996,0
25084,1275,619,1
25085,3560,462,0
25086,9016,1555,0
25087,10962,7,0
25088,9759,485,0
25089,8466,169,0
25090,2494,493,0
25091,1862,812,0
25092,4934,37,0
25093,5853,575,0
25094,10483,326,0
25095,10735,817,0
25096,3033,242,1
25097,9063,818,0
25098,4915,0,0
25099,4014,15,1
25100,11787,446,0
25101,2715,67,1
25102,14080,100,1
25103,14065,128,0
25104,3799,165,1
25105,1683,588,0
25106,105,26,0
25107,7889,37,0
25108,3951,466,0
25109,10601,35,1
25110,4618,402,0
25111,7582,113,1
25112,13386,459,0
25113,6102,34,1
25114,14168,1536,1
25115,7628,371,1
25116,12432,214,0
25117,12691,105,1
25118,11540,593,1
25119,13434,18,0
25120,7175,3,0
25121,2869,39,1
25122,11545,403,1
25123,1922,712,1
25124,2879,501,0
25125,11646,42,0
25126,2669,848,0
25127,196,31,1
25128,1117,428,1
25129,20,297,1
25130,2974,94,0
25131,7251,1166,0
25132,7233,1577,0
25133,5887,35,1
25134,2306,38,1
25135,4867,201,0
25136,6103,891,0
25137,8340,48,0
25138,4854,2409,0
25139,4212,40,1
25140,182,1241,1
25141,5450,3,0
25142,3878,536,0
25143,7962,165,1
25144,443,3,0
25145,5166,329,0
25146,2011,588,0
25147,910,48,0
25148,1924,129,0
25149,5366,521,1
25150,7956,18,0
25151,10419,547,0
25152,49,964,0
25153,795,351,1
25154,5321,1540,0
25155,5027,60,0
25156,5762,55,1
25157,14240,2513,0
25158,2382,77,0
25159,6625,128,0
25160,6965,35,1
25161,7167,60,0
25162,1675,266,0
25163,13651,269,0
25164,7401,357,0
25165,6271,1303,1
25166,14487,433,0
25167,13794,53,1
25168,4446,492,1
25169,354,883,1
25170,4472,438,1
25171,673,354,0
25172,9395,102,0
25173,6909,34,1
25174,2380,110,0
25175,5717,74,1
25176,11557,1451,1
25177,8328,17,0
25178,13211,7,0
25179,559,118,0
25180,9038,37,0
25181,9237,18,0
25182,5707,56,0
25183,12678,77,0
25184,11981,73,1
25185,9932,39,1
25186,9852,2194,0
25187,7258,39,1
25188,1556,51,1
25189,706,369,1
25190,13528,887,1
25191,8129,384,0
25192,4,482,1
25193,4407,134,1
25194,5248,140,0
25195,2278,769,0
25196,2564,829,1
25197,298,46,0
25198,472,426,1
25199,1109,17,0
25200,8324,193,1
25201,5574,1271,0
25202,7636,18,0
25203,1921,17,0
25204,5178,1636,1
25205,708,370,1
25206,10155,76,0
25207,579,223,0
25208,5625,69,0
25209,9346,562,0
25210,5222,997,0
25211,291,405,0
25212,4251,0,0
25213,12447,55,1
25214,5611,692,0
25215,11465,77,0
25216,7398,77,0
25217,338,223,1
25218,6846,94,0
25219,10884,18,0
25220,2886,1706,0
25221,1909,48,0
25222,10197,17,0
25223,2162,206,0
25224,11682,83,1
25225,1359,426,0
25226,9683,52,0
25227,11092,274,0
25228,7807,547,0
25229,7582,456,0
25230,11997,109,0
25231,5282,3,0
25232,6231,300,1
25233,1022,322,0
25234,4418,187,0
25235,3532,131,0
25236,5553,48,0
25237,4393,219,0
25238,4289,418,0
25239,5400,515,0
25240,943,2115,0
25241,549,2452,1
25242,7348,41,0
25243,1192,204,0
25244,5302,809,0
25245,5134,797,0
25246,8388,143,1
25247,4035,101,0
25248,6190,1072,0
25249,9185,25,0
25250,14247,2085,1
25251,5441,94,0
25252,2054,397,1
25253,10328,992,0
25254,6020,986,0
25255,13827,271,1
25256,5557,1204,0
25257,5263,17,0
25258,14517,0,0
25259,12022,235,0
25260,9114,3,0
25261,4550,1011,1
25262,764,743,0
25263,11067,654,1
25264,34,1427,1
25265,584,1753,0
25266,11199,18,0
25267,10527,256,1
25268,2389,517,0
25269,935,49,0
25270,907,2392,0
25271,9657,32,0
25272,7186,67,1
25273,9618,34,0
25274,9575,1011,1
25275,7068,187,1
25276,4496,5,0
25277,1753,462,1
25278,9158,1690,1
25279,2371,512,1
25280,10676,391,0
25281,8862,2058,0
25282,3105,307,1
25283,2260,18,0
25284,3695,824,0
25285,3196,242,1
25286,3009,237,1
25287,4768,181,1
25288,3123,181,1
25289,13682,206,1
25290,4930,29,0
25291,5491,27,0
25292,6954,48,0
25293,9210,1461,0
25294,12593,67,1
25295,496,40,0
25296,2110,106,0
25297,1771,77,0
25298,581,446,1
25299,268,67,0
25300,136,67,1
25301,7154,225,1
25302,19,73,1
25303,675,17,0
25304,10480,50,1
25305,14006,163,0
25306,11316,715,1
25307,168,38,1
25308,1778,985,0
25309,8726,866,0
25310,3687,60,0
25311,9532,402,1
25312,11633,53,1
25313,4488,5,0
25314,2646,3,0
25315,3214,440,1
25316,11054,403,1
25317,14615,89,0
25318,128,35,1
25319,352,25,0
25320,10362,257,1
25321,7640,947,1
25322,3420,551,1
25323,6160,553,0
25324,27,26,0
25325,1787,228,0
25326,9837,634,0
25327,4639,1112,1
25328,2586,189,1
25329,3929,213,0
25330,9865,235,0
25331,470,280,0
25332,766,25,0
25333,12271,2102,1
25334,5731,7,1
25335,6586,64,1
25336,9835,68,0
25337,13341,262,1
25338,2325,86,0
25339,70,61,1
25340,2807,438,1
25341,3528,272,1
25342,5631,248,1
25343,14474,115,0
25344,537,636,0
25345,5261,417,0
25346,3221,196,0
25347,685,208,1
25348,3951,762,0
25349,6404,94,1
25350,7207,77,0
25351,3929,1299,0
25352,7393,140,0
25353,12844,100,1
25354,5194,445,1
25355,1570,320,0
25356,8184,42,0
25357,5910,1562,1
25358,1059,489,0
25359,122,3,0
25360,123,17,0
25361,4438,457,0
25362,2396,111,0
25363,8068,126,1
25364,604,261,0
25365,14556,73,1
25366,7165,8,1
25367,10340,204,0
25368,351,516,0
25369,557,961,0
25370,7716,668,1
25371,2872,1407,1
25372,9736,3,0
25373,1568,1021,0
25374,1887,17,0
25375,7002,0,0
25376,3687,465,0
25377,114,89,0
25378,2855,829,0
25379,7602,0,1
25380,12529,32,0
25381,6493,797,1
25382,5050,1113,0
25383,8654,67,1
25384,4994,25,0
25385,5172,111,0
25386,8845,892,1
25387,5244,164,1
25388,8286,23,0
25389,6160,75,1
25390,8139,243,1
25391,9707,1065,0
25392,14429,77,1
25393,11994,67,1
25394,12585,26,1
25395,8816,149,0
25396,2918,40,1
25397,8501,689,0
25398,2476,120,1
25399,3614,17,0
25400,1866,2502,0
25401,6280,40,0
25402,8702,185,0
25403,456,3,0
25404,5633,314,0
25405,4724,228,1
25406,935,343,0
25407,822,408,0
25408,12800,42,0
25409,8169,160,1
25410,6499,93,1
25411,11845,1274,1
25412,8488,3,0
25413,7570,242,0
25414,10128,131,0
25415,215,72,1
25416,3335,77,0
25417,6141,624,0
25418,11536,229,1
25419,2389,3,0
25420,5432,1,0
25421,12379,802,0
25422,4932,135,1
25423,11931,51,0
25424,12584,0,0
25425,4691,725,0
25426,11643,187,1
25427,10133,122,1
25428,6458,1750,1
25429,2246,25,0
25430,5604,201,0
25431,9211,351,1
25432,2568,77,0
25433,8703,155,1
25434,10059,407,0
25435,9335,1303,1
25436,3143,942,1
25437,567,409,1
25438,1783,681,0
25439,10461,19,1
25440,12439,182,0
25441,11902,18,0
25442,4114,39,1
25443,10548,418,0
25444,1018,234,0
25445,7561,77,0
25446,8511,577,1
25447,12002,171,0
25448,7258,35,1
25449,12018,447,1
25450,5375,1243,1
25451,10451,128,0
25452,6691,17,0
25453,13399,68,0
25454,267,446,0
25455,4883,35,1
25456,6020,566,0
25457,6503,77,0
25458,11433,235,0
25459,12315,35,1
25460,10119,77,0
25461,10701,412,0
25462,3696,13,0
25463,10447,343,1
25464,4004,267,0
25465,8602,27,0
25466,1949,77,0
25467,3455,60,0
25468,14329,122,1
25469,9744,196,0
25470,11238,198,0
25471,7654,98,1
25472,1854,964,0
25473,12083,58,1
25474,205,74,0
25475,2429,802,0
25476,7617,1019,0
25477,1154,401,1
25478,3652,100,1
25479,5477,100,1
25480,8602,16,0
25481,3852,17,0
25482,4083,96,0
25483,3305,17,0
25484,13143,39,1
25485,302,153,0
25486,7844,22,0
25487,6729,235,0
25488,3677,646,1
25489,2042,726,1
25490,1509,219,0
25491,564,743,0
25492,9394,1413,0
25493,3120,446,0
25494,11154,189,1
25495,8394,343,1
25496,7231,78,1
25497,5406,90,0
25498,7670,106,1
25499,11358,268,1
25500,9931,100,1
25501,1575,180,0
25502,1098,344,0
25503,8498,1691,1
25504,11635,126,1
25505,7295,626,1
25506,12132,7,0
25507,2615,376,0
25508,1164,55,1
25509,5808,223,0
25510,11723,136,1
25511,10401,164,1
25512,9346,1413,0
25513,8234,2437,0
25514,12890,18,0
25515,4727,254,0
25516,1147,513,0
25517,9953,13,1
25518,1031,376,1
25519,13213,369,1
25520,5238,17,0
25521,10770,82,1
25522,13425,521,1
25523,2124,103,1
25524,13134,17,0
25525,9087,100,1
25526,12234,739,1
25527,14521,77,0
25528,12315,39,1
25529,8744,75,1
25530,2888,448,0
25531,7720,98,1
25532,5188,794,0
25533,3119,491,0
25534,1102,1645,0
25535,9321,3,0
25536,1707,170,1
25537,12919,1138,1
25538,1759,736,1
25539,11799,17,0
25540,388,1065,0
25541,2874,77,1
25542,2058,77,0
25543,2373,26,1
25544,5150,264,1
25545,517,1278,1
25546,13786,204,0
25547,2055,1755,1
25548,13290,182,0
25549,6526,770,1
25550,6472,122,0
25551,12596,375,1
25552,11878,129,1
25553,2761,1886,0
25554,1279,60,0
25555,6207,297,0
25556,13738,232,1
25557,2838,473,1
25558,11597,48,0
25559,268,128,0
25560,2389,141,0
25561,6382,18,0
25562,12961,212,0
25563,49,676,0
25564,589,257,0
25565,2621,187,0
25566,13599,67,1
25567,13830,126,1
25568,839,743,0
25569,5958,148,1
25570,1713,17,0
25571,2280,377,0
25572,7547,100,0
25573,6949,891,0
25574,13802,99,1
25575,6218,116,0
25576,9801,101,0
25577,11684,601,0
25578,12940,219,1
25579,9982,77,0
25580,7950,101,0
25581,13647,1062,0
25582,2353,582,0
25583,212,208,0
25584,4763,67,1
25585,12528,2236,1
25586,10166,93,0
25587,11458,76,0
25588,7223,1637,0
25589,3470,243,1
25590,12483,42,0
25591,1765,160,0
25592,4662,249,0
25593,11208,19,1
25594,3936,440,1
25595,7852,140,1
25596,8393,216,1
25597,1265,552,1
25598,14082,101,0
25599,11102,271,1
25600,560,0,0
25601,1959,611,0
25602,90,64,0
25603,13990,128,0
25604,3264,440,0
25605,8551,1159,0
25606,369,235,0
25607,7817,77,0
25608,10479,2242,0
25609,11030,35,1
25610,13756,42,0
25611,481,220,1
25612,11511,18,0
25613,685,473,0
25614,4391,228,0
25615,11911,493,0
25616,8670,487,0
25617,7282,2161,0
25618,14359,40,1
25619,12158,232,1
25620,7790,79,0
25621,4397,3,0
25622,9202,161,1
25623,4536,89,0
25624,10335,77,0
25625,3170,321,0
25626,267,402,0
25627,8796,371,1
25628,3982,19,1
25629,70,412,0
25630,4220,67,1
25631,6751,32,0
25632,9551,89,0
25633,3661,19,1
25634,1321,2455,1
25635,4776,297,0
25636,3007,582,0
25637,10083,50,1
25638,12039,80,1
25639,11680,41,0
25640,8097,109,1
25641,3874,547,0
25642,9565,412,0
25643,2561,189,1
25644,3878,351,0
25645,2850,67,1
25646,4253,1094,1
25647,8761,785,0
25648,8564,224,1
25649,2487,402,0
25650,600,7,1
25651,12079,891,0
25652,3854,402,1
25653,8315,1596,0
25654,10627,965,1
25655,355,121,0
25656,1785,796,1
25657,11976,2290,0
25658,7039,675,1
25659,13666,3,0
25660,3822,210,1
25661,5844,100,1
25662,5654,246,0
25663,273,104,1
25664,5173,210,1
25665,11452,148,1
25666,2734,41,0
25667,8384,962,0
25668,6663,344,0
25669,5608,73,1
25670,10852,750,1
25671,14466,61,1
25672,6410,1053,0
25673,5106,100,1
25674,11529,39,1
25675,5393,515,0
25676,2565,1400,1
25677,6113,140,0
25678,458,1642,0
25679,13111,18,0
25680,5809,891,0
25681,77,67,1
25682,12651,836,1
25683,10616,1507,1
25684,79,375,1
25685,6258,77,0
25686,11388,52,1
25687,4567,314,1
25688,4766,17,0
25689,8917,116,1
25690,2445,809,1
25691,13307,57,1
25692,103,84,1
25693,3084,155,0
25694,8101,1572,0
25695,2632,650,0
25696,7496,100,1
25697,1369,2299,0
25698,5108,52,0
25699,6615,264,1
25700,9095,0,0
25701,3171,314,0
25702,2803,2167,1
25703,3436,77,0
25704,13823,56,0
25705,9221,521,1
25706,592,7,0
25707,12579,947,1
25708,49,1655,0
25709,12852,0,1
25710,8617,196,0
25711,8691,923,1
25712,10215,0,0
25713,10085,68,0
25714,2912,767,1
25715,1267,554,0
25716,13097,219,1
25717,755,329,1
25718,2310,776,0
25719,2733,167,0
25720,788,50,1
25721,2098,1603,1
25722,8590,228,0
25723,3552,435,1
25724,3430,43,1
25725,3521,1198,1
25726,9947,3,0
25727,4654,527,1
25728,8269,437,0
25729,9279,260,1
25730,10686,456,0
25731,6491,106,1
25732,7105,315,1
25733,8267,699,1
25734,3607,1051,1
25735,4369,90,1
25736,1422,600,1
25737,7754,248,1
25738,6509,3,1
25739,692,431,0
25740,14027,46,1
25741,4152,77,0
25742,8174,48,0
25743,238,601,0
25744,10699,3,0
25745,4959,7,0
25746,654,77,0
25747,1603,111,0
25748,4890,2456,0
25749,10441,1841,0
25750,2203,262,1
25751,9183,155,1
25752,11764,991,1
25753,5664,39,0
25754,6551,197,0
25755,13374,74,0
25756,3785,35,1
25757,9844,1385,1
25758,6454,553,0
25759,6221,100,1
25760,6662,195,0
25761,472,111,0
25762,7259,163,1
25763,1734,1908,0
25764,387,2281,0
25765,9,244,0
25766,9273,139,1
25767,13266,57,1
25768,7391,34,1
25769,3280,41,0
25770,8290,67,1
25771,11832,67,1
25772,2928,900,0
25773,921,41,0
25774,1909,806,1
25775,1008,3,1
25776,212,74,1
25777,880,1553,0
25778,9923,242,0
25779,10549,143,1
25780,5122,169,1
25781,3302,83,1
25782,2035,3,0
25783,13667,77,0
25784,3791,17,0
25785,170,485,0
25786,2500,32,0
25787,7438,18,0
25788,1152,478,1
25789,922,964,1
25790,4113,412,0
25791,5142,48,0
25792,9044,1127,1
25793,2034,48,0
25794,5285,568,0
25795,4885,257,0
25796,10567,1276,1
25797,3457,179,1
25798,4399,607,1
25799,1257,49,1
25800,8395,200,0
25801,10707,163,0
25802,6266,1890,1
25803,4796,374,0
25804,4154,18,0
25805,14601,1668,1
25806,13636,220,1
25807,4910,3,0
25808,8976,38,1
25809,2661,17,0
25810,13577,57,1
25811,13751,42,0
25812,11778,353,0
25813,2742,248,1
25814,11249,171,0
25815,2541,926,1
25816,14514,56,0
25817,14083,264,1
25818,8138,3,0
25819,5451,91,0
